YEAR,TEAM,BPI
2018,Radford,0.1
2018,North Texas,0.1
2018,North Dakota St.,0.1
2018,Tulane,0.0
2018,E Michigan,0.0
2018,Monmouth,-0.2
2018,UConn,-0.2
2018,San Francisco,-0.2
2018,UNC Asheville,-0.2
2018,Lipscomb,-0.2
2018,Princeton,-0.3
2018,C Michigan,-0.3
2018,Ball St.,-0.3
2018,Drake,-0.4
2018,Richmond,-0.4
2018,UIC,-0.5
2018,Indiana St.,-0.5
2018,Wagner,-0.6
2018,Nicholls,-0.7
2018,Cal St. Fullerton,-0.7
2018,Colgate,-0.9
2018,Duquesne,-1.1
2018,Pacific,-1.2
2018,Appalachian St.,-1.2
2018,UTSA,-1.3
2018,Lamar,-1.4
2018,Miami FL OH,-1.5
2018,Campbell,-1.6
2018,Massachusetts,-1.7
2018,Western Michigan,-1.7
2018,Austin Peay,-1.8
2018,Columbia,-1.9
2018,George Washington,-1.9
2018,Ohio,-2.0
2018,High Point,-2.1
2018,Navy,-2.1
2018,St Francis PA,-2.1
2018,Coastal Carolina,-2.1
2018,South Alabama,-2.2
2018,Kent St.,-2.4
2018,Stony Brook,-2.4
2018,Seattle U,-2.4
2018,Saint Peter's,-2.5
2018,Tennessee Tech,-2.6
2018,Fairfield,-2.6
2018,Niagara,-2.6
2018,UL Monroe,-2.7
2018,Texas St.,-2.7
2018,Manhattan,-2.7
2018,Charleston So,-2.8
2018,C Arkansas,-2.9
2018,SE Louisiana,-3.0
2018,George Mason,-3.0
2018,Sam Houston St.,-3.0
2018,Washington St.,-3.0
2018,Lehigh,-3.1
2018,Tennessee St.,-3.3
2018,Hartford,-3.4
2018,Army,-3.4
2018,James Madison,-3.5
2018,Milwaukee,-3.5
2018,Hawaii,-3.5
2018,Texas Southern,-3.6
2018,Boston University,-3.6
2018,New Hampshire,-3.6
2018,Elon,-3.7
2018,Denver,-3.7
2018,Long Beach St.,-3.7
2018,Florida Atlantic,-4.0
2018,NJIT,-4.1
2018,Gardner Webb,-4.2
2018,Southern Miss,-4.2
2018,Robert Morris,-4.2
2018,E Illinois,-4.3
2018,LIU Brooklyn,-4.4
2018,Bowling Green,-4.5
2018,UNC Wilmington,-4.5
2018,Green Bay,-4.6
2018,LMU,-4.6
2018,Mount St. Mary's,-4.6
2018,Pittsburgh,-4.8
2018,UTEP,-4.9
2018,Cal St. Bakersfield,-5.0
2018,Drexel,-5.0
2018,Fairleigh Dickinson,-5.0
2018,Abilene Christian,-5.1
2018,Hampton,-5.2
2018,Akron,-5.2
2018,Brown,-5.2
2018,Colorado St.,-5.3
2018,N Illinois,-5.3
2018,Delaware,-5.5
2018,FIU,-5.6
2018,New Orleans,-5.7
2018,Cornell,-5.8
2018,Holy Cross,-5.8
2018,Prairie View A&M,-5.8
2018,Idaho St.,-6.0
2018,Binghamton,-6.0
2018,Arkansas St.,-6.0
2018,Omaha,-6.0
2018,California,-6.1
2018,W Illinois,-6.1
2018,Dartmouth,-6.1
2018,North Dakota,-6.2
2018,North Carolina Central,-6.2
2018,Lafayette,-6.2
2018,UT Rio Grande,-6.2
2018,Southeast Missouri St.,-6.3
2018,Montana St.,-6.4
2018,Samford,-6.4
2018,Air Force,-6.4
2018,UMass Lowell,-6.5
2018,Portland,-6.5
2018,IUPUI,-6.6
2018,Oral Roberts,-6.6
2018,UC Riverside,-6.9
2018,Quinnipiac,-6.9
2018,Chattanooga,-6.9
2018,Pepperdine,-6.9
2018,Morehead St.,-7.0
2018,Fordham,-7.0
2018,South Florida,-7.1
2018,Eastern Kentucky,-7.2
2018,Santa Clara,-7.3
2018,W Carolina,-7.3
2018,Loyola MD,-7.4
2018,Cleveland St.,-7.5
2018,Bethune,-7.5
2018,Arkansas Little Rock,-7.6
2018,Siena,-7.6
2018,UT Martin,-7.6
2018,Southern Utah,-7.7
2018,McNeese,-7.7
2018,The Citadel,-7.8
2018,St Francis BK,-7.8
2018,Sacred Heart,-7.9
2018,North Florida,-7.9
2018,North Carolina A&T,-8.0
2018,Sacramento St.,-8.0
2018,Kennesaw St.,-8.1
2018,Kansas City,-8.1
2018,Connecticut,-8.1
2018,Detroit,-8.2
2018,San José St.,-8.3
2018,Grambling,-8.3
2018,East Carolina,-8.4
2018,Savannah St.,-8.4
2018,Norfolk St.,-8.6
2018,Charlotte,-8.6
2018,Texas A&M CC,-8.7
2018,Rice,-8.9
2018,Youngstown St.,-8.9
2018,SIUE,-9.1
2018,Stetson,-9.1
2018,Southern,-9.1
2018,Jacksonville St.,-9.2
2018,Morgan St.,-9.3
2018,Marist,-9.6
2018,Cal Poly,-9.8
2018,American,-10.1
2018,Hou Christian,-10.2
2018,Presbyterian,-10.3
2018,Maine,-10.3
2018,Arkansas Pine Bluff,-10.4
2018,VMI,-11.0
2018,Cal St. Northridge,-11.2
2018,Incarnate Word,-11.7
2018,Howard,-11.9
2018,Jackson St.,-11.9
2018,Alcorn St.,-12.3
2018,SC Upstate,-13.0
2018,Alabama St.,-13.2
2018,Bryant,-13.3
2018,Florida A&M,-13.5
2018,Longwood,-13.7
2018,N Arizona,-14.0
2018,SC St.,-14.5
2018,Coppin St.,-15.6
2018,Northwestern St.,-16.2
2018,Mississippi Valley St.,-16.3
2018,Chicago St.,-16.5
2018,Delaware St.,-18.0
2018,Alabama A&M,-19.1
2018,MD-Eastern,-19.6
2019,Virginia,23.2
2019,Gonzaga,23.1
2019,Duke,21.3
2019,Michigan St.,19.8
2019,North Carolina,18.9
2019,Texas Tech,18.8
2019,Kentucky,18.3
2019,Michigan,17.8
2019,Purdue,17.4
2019,Tennessee,17.1
2019,Virginia Tech,16.5
2019,Auburn,16.4
2019,Houston,15.9
2019,Florida St.,14.6
2019,Iowa St.,14.5
2019,Wofford,14.3
2019,Wisconsin,14.3
2019,Kansas,14.2
2019,Louisville,13.4
2019,Mississippi St.,12.9
2019,Nevada,12.9
2019,Kansas St.,12.7
2019,LSU,12.7
2019,Buffalo,12.6
2019,Villanova,12.5
2019,Maryland,12.0
2019,Cincinnati,11.8
2019,Texas,11.8
2019,North Carolina St.,11.7
2019,Florida,11.6
2019,Oregon,11.6
2019,Marquette,11.5
2019,Clemson,10.9
2019,Oklahoma,10.6
2019,Syracuse,10.5
2019,UCF,10.5
2019,Iowa,10.5
2019,Saint Mary's,10.4
2019,Baylor,10.3
2019,Nebraska,10.2
2019,VCU,10.0
2019,Ohio St.,9.8
2019,TCU,9.5
2019,Belmont,9.4
2019,Indiana,9.0
2019,Murray St.,9.0
2019,Lipscomb,8.9
2019,Penn St.,8.9
2019,Utah St.,8.9
2019,Creighton,8.8
2019,Ole Miss,8.7
2019,Washington,8.7
2019,Minnesota,8.1
2019,Dayton,8.1
2019,Vermont,7.9
2019,New Mexico St.,7.9
2019,Seton Hall,7.7
2019,Liberty,7.5
2019,Furman,7.5
2019,Arizona St.,7.4
2019,Arkansas,7.4
2019,San Francisco,7.1
2019,Toledo,7.1
2019,Memphis,7.1
2019,Xavier,6.9
2019,Butler,6.9
2019,Alabama,6.9
2019,Fresno St.,6.7
2019,Temple,6.6
2019,Northwestern,6.6
2019,East Tennessee St.,6.5
2019,Miami FL,6.5
2019,Yale,6.4
2019,Hofstra,6.3
2019,Providence,6.3
2019,St. John's,6.2
2019,Wichita St.,6.0
2019,South Carolina,6.0
2019,Davidson,5.8
2019,UNC Greensboro,5.7
2019,Colorado,5.7
2019,S Dakota St.,5.5
2019,Missouri,5.5
2019,USC,5.5
2019,UC Irvine,5.5
2019,Rutgers,5.3
2019,San Diego,5.2
2019,Oregon St.,5.2
2019,West Virginia,5.0
2019,Northeastern,5.0
2019,Northern Kentucky,5.0
2019,Arizona,4.9
2019,Illinois,4.9
2019,BYU,4.8
2019,Notre Dame,4.8
2019,Georgetown,4.7
2019,Pittsburgh,4.7
2019,UConn,4.5
2019,Saint Louis,4.5
2019,SMU,4.5
2019,Texas A&M,4.3
2019,GA Southern,4.3
2019,San Diego St.,4.1
2019,Austin Peay,4.1
2019,UCLA,4.0
2019,Oklahoma St.,3.9
2019,Georgia Tech,3.9
2019,South Florida,3.6
2019,Old Dominion,3.6
2019,St. Bonaventure,3.6
2019,Georgia St.,3.5
2019,DePaul,3.4
2019,Grand Canyon,3.4
2019,Harvard,3.4
2019,Boston College,3.4
2019,J'Ville St.,3.3
2019,Loyola Chicago,3.2
2019,Penn,3.2
2019,Texas St.,3.1
2019,Western Kentucky,3.1
2019,Stanford,3.1
2019,College of Charleston,3.1
2019,Akron,3.0
2019,Montana,3.0
2019,Wright St.,3.0
2019,Ball St.,2.9
2019,Tulsa,2.8
2019,Utah,2.8
2019,Georgia,2.6
2019,Boise St.,2.6
2019,Colgate,2.6
2019,Rhode Island,2.5
2019,Bowling Green,2.5
2019,LMU,2.4
2019,Southern Miss,2.4
2019,Utah Valley,2.4
2019,Drake,2.3
2019,Bucknell,2.2
2019,Radford,2.2
2019,Gardner Webb,2.0
2019,UC Santa Barbara,1.4
2019,Brown,1.4
2019,UL Monroe,1.4
2019,Louisiana Tech,1.4
2019,S Illinois,1.3
2019,UNLV,1.3
2019,George Mason,1.2
2019,C Michigan,1.2
2019,North Texas,1.0
2019,Abilene Christian,1.0
2019,Stony Brook,1.0
2019,Vanderbilt,0.9
2019,N Illinois,0.9
2019,Pepperdine,0.6
2019,Samford,0.6
2019,Northern Colorado,0.6
2019,Coastal Carolina,0.6
2019,Purdue FW,0.6
2019,Kent St.,0.5
2019,Miami FL OH,0.4
2019,Lehigh,0.3
2019,Duquesne,0.2
2019,Omaha,0.1
2019,Winthrop,-0.1
2019,Marshall,-0.2
2019,Campbell,-0.2
2019,Wake Forest,-0.2
2019,Presbyterian,-0.2
2019,Charleston So,-0.3
2019,UAB,-0.4
2019,Bradley,-0.4
2019,Missouri St.,-0.4
2019,Princeton,-0.5
2019,Richmond,-0.5
2019,Saint Joseph's,-0.6
2019,Hampton,-0.6
2019,NJIT,-0.8
2019,Iona,-0.8
2019,Hartford,-0.8
2019,Louisiana Lafayette,-0.8
2019,Rider,-0.9
2019,New Mexico,-0.9
2019,Oakland,-1.0
2019,UT Arlington,-1.0
2019,Green Bay,-1.1
2019,Sam Houston St.,-1.1
2019,Mercer,-1.1
2019,Texas Southern,-1.1
2019,American,-1.1
2019,E Michigan,-1.2
2019,Cal St. Fullerton,-1.2
2019,Dartmouth,-1.2
2019,North Dakota St.,-1.5
2019,Lamar,-1.5
2019,Northern Iowa,-1.5
2019,Fairleigh Dickinson,-1.5
2019,Colorado St.,-1.5
2019,Weber St.,-1.6
2019,IUPUI,-1.6
2019,Appalachian St.,-1.9
2019,Massachusetts,-1.9
2019,UMBC,-2.0
2019,Columbia,-2.1
2019,Seattle U,-2.2
2019,UTSA,-2.2
2019,Florida Atlantic,-2.3
2019,Hawaii,-2.4
2019,Ohio,-2.4
2019,Santa Clara,-2.5
2019,CA Baptist,-2.5
2019,Long Beach St.,-2.5
2019,North Florida,-2.6
2019,Prairie View A&M,-2.6
2019,South Alabama,-2.6
2019,Valparaiso,-2.8
2019,UIC,-2.8
2019,Illinois St.,-2.9
2019,Quinnipiac,-3.0
2019,St Francis PA,-3.0
2019,UT Rio Grande,-3.1
2019,Boston University,-3.1
2019,La Salle,-3.2
2019,William & Mary,-3.2
2019,Army,-3.2
2019,South Dakota St.,-3.3
2019,Eastern Kentucky,-3.4
2019,FIU,-3.5
2019,Pacific,-3.5
2019,High Point,-3.5
2019,Indiana St.,-3.6
2019,Holy Cross,-3.6
2019,Sacred Heart,-3.6
2019,Norfolk St.,-3.6
2019,Troy,-3.7
2019,Washington St.,-3.8
2019,LIU Brooklyn,-3.8
2019,Eastern Washington,-3.9
2019,Robert Morris,-3.9
2019,Cal St. Bakersfield,-3.9
2019,Cornell,-4.0
2019,Arkansas Little Rock,-4.0
2019,The Citadel,-4.1
2019,Portland St.,-4.2
2019,UMass Lowell,-4.2
2019,Drexel,-4.3
2019,Fordham,-4.3
2019,Sacramento St.,-4.3
2019,Evansville,-4.6
2019,North Dakota,-4.6
2019,Marist,-4.6
2019,Siena,-4.6
2019,Morehead St.,-4.6
2019,Florida Gulf Coast,-4.6
2019,Canisius,-4.7
2019,Jacksonville St.,-4.7
2019,Chattanooga,-4.9
2019,UC Davis,-5.0
2019,St Francis BK,-5.0
2019,Montana St.,-5.0
2019,Delaware,-5.2
2019,Western Michigan,-5.3
2019,SE Louisiana,-5.3
2019,UNC Wilmington,-5.3
2019,Kansas City,-5.4
2019,North Carolina Central,-5.4
2019,Grambling,-5.4
2019,Loyola MD,-5.4
2019,Albany,-5.6
2019,Arkansas St.,-5.6
2019,Detroit,-5.7
2019,Southern Utah,-5.7
2019,Hou Christian,-6.0
2019,Towson,-6.0
2019,Fairfield,-6.0
2019,California,-6.1
2019,Bethune,-6.1
2019,Middle Tennessee,-6.2
2019,East Carolina,-6.2
2019,Cal St. Northridge,-6.3
2019,George Washington,-6.3
2019,Rice,-6.4
2019,New Orleans,-6.4
2019,Monmouth,-6.4
2019,Tulane,-6.4
2019,Tennessee St.,-6.4
2019,Youngstown St.,-6.4
2019,Air Force,-6.5
2019,Navy,-6.6
2019,Lafayette,-6.6
2019,W Carolina,-6.7
2019,James Madison,-6.7
2019,Longwood,-6.7
2019,W Illinois,-6.7
2019,North Carolina A&T,-6.7
2019,Wagner,-6.8
2019,Milwaukee,-6.9
2019,UT Martin,-6.9
2019,Niagara,-7.0
2019,Cleveland St.,-7.0
2019,Howard,-7.2
2019,Oral Roberts,-7.3
2019,VMI,-7.3
2019,Texas A&M CC,-7.4
2019,Saint Peter's,-7.6
2019,E Illinois,-7.6
2019,C Arkansas,-8.0
2019,UC Riverside,-8.1
2019,UTEP,-8.2
2019,Nicholls,-8.3
2019,N Arizona,-8.4
2019,Elon,-8.5
2019,Stephen F. Austin,-8.6
2019,Southeast Missouri St.,-8.7
2019,Charlotte,-8.8
2019,Arkansas Pine Bluff,-9.0
2019,Manhattan,-9.0
2019,Idaho St.,-9.1
2019,North Alabama,-9.2
2019,Connecticut,-9.3
2019,Alabama St.,-9.3
2019,Mount St. Mary's,-9.5
2019,Denver,-9.5
2019,Bryant,-9.6
2019,Jackson St.,-9.7
2019,Florida A&M,-9.7
2019,Binghamton,-9.8
2019,Tennessee Tech,-10.1
2019,Maine,-10.3
2019,Portland,-10.7
2019,Wyoming,-10.8
2019,SC Upstate,-11.2
2019,McNeese,-11.2
2019,SC St.,-11.5
2019,Southern,-11.8
2019,Stetson,-11.9
2019,SIUE,-12.0
2019,Morgan St.,-12.1
2019,Cal Poly,-12.2
2019,New Hampshire,-12.4
2019,Northwestern St.,-13.1
2019,Coppin St.,-13.7
2019,Kennesaw St.,-13.8
2019,Savannah St.,-13.9
2019,Alcorn St.,-14.3
2019,Alabama A&M,-14.5
2019,Idaho,-14.9
2019,San José St.,-15.1
2019,Incarnate Word,-15.6
2019,Mississippi Valley St.,-15.7
2019,UNC Asheville,-16.7
2019,MD-Eastern,-18.8
2019,Delaware St.,-18.9
2019,Chicago St.,-21.6
2020,Kansas,18.8
2020,Duke,18.3
2020,Gonzaga,18.1
2020,Michigan St.,16.7
2020,Dayton,15.8
2020,Baylor,15.5
2020,San Diego St.,14.8
2020,Louisville,14.7
2020,Ohio St.,14.6
2020,Arizona,14.0
2020,West Virginia,13.5
2020,Florida St.,13.5
2020,Oregon,13.4
2020,Maryland,13.4
2020,Houston,13.1
2020,Villanova,13.0
2020,BYU,13.0
2020,Michigan,12.8
2020,Purdue,12.7
2020,Texas Tech,12.4
2020,Wisconsin,12.2
2020,Seton Hall,12.1
2020,Florida,12.0
2020,Kentucky,12.0
2020,Creighton,12.0
2020,Butler,11.8
2020,Iowa,11.6
2020,Penn St.,11.5
2020,Auburn,11.5
2020,Marquette,11.3
2020,Rutgers,11.1
2020,Minnesota,11.1
2020,LSU,11.0
2020,Illinois,10.7
2020,Indiana,10.3
2020,Virginia,10.2
2020,Utah St.,10.2
2020,Colorado,10.0
2020,Wichita St.,9.9
2020,Saint Mary's,9.7
2020,Richmond,9.7
2020,Mississippi St.,9.5
2020,North Carolina St.,9.4
2020,East Tennessee St.,9.4
2020,Providence,9.3
2020,Syracuse,9.2
2020,Arkansas,8.9
2020,Cincinnati,8.9
2020,Oklahoma,8.9
2020,Xavier,8.6
2020,UConn,8.5
2020,Vermont,8.5
2020,Liberty,8.4
2020,Notre Dame,8.4
2020,Yale,8.4
2020,Stanford,8.3
2020,Northern Colorado,8.2
2020,Tennessee,8.2
2020,Davidson,8.0
2020,Oklahoma St.,8.0
2020,USC,7.9
2020,Memphis,7.9
2020,VCU,7.8
2020,Northern Iowa,7.5
2020,Clemson,7.4
2020,Alabama,7.3
2020,Arizona St.,7.2
2020,UNC Greensboro,7.1
2020,Texas,7.1
2020,Washington,7.0
2020,Rhode Island,7.0
2020,San Francisco,6.9
2020,New Mexico St.,6.9
2020,North Carolina,6.9
2020,Georgia Tech,6.8
2020,South Carolina,6.8
2020,Furman,6.8
2020,Louisiana Tech,6.5
2020,Georgetown,6.5
2020,Akron,6.4
2020,Boise St.,6.4
2020,St. John's,6.3
2020,Belmont,6.2
2020,North Texas,6.0
2020,Tulsa,5.8
2020,Oregon St.,5.8
2020,Nevada,5.7
2020,SMU,5.7
2020,Virginia Tech,5.5
2020,Saint Louis,5.5
2020,Duquesne,5.4
2020,UCLA,5.2
2020,Missouri,5.2
2020,Iowa St.,5.2
2020,Kansas St.,5.0
2020,Harvard,4.9
2020,TCU,4.7
2020,Ole Miss,4.6
2020,Murray St.,4.5
2020,Miami FL,4.4
2020,Texas St.,4.4
2020,UC Irvine,4.4
2020,Loyola Chicago,4.3
2020,Pittsburgh,4.2
2020,Hofstra,4.2
2020,DePaul,4.1
2020,Wake Forest,4.1
2020,Temple,4.1
2020,UNLV,3.9
2020,Bradley,3.8
2020,Georgia,3.7
2020,North Dakota St.,3.7
2020,Ball St.,3.6
2020,Eastern Washington,3.5
2020,Western Kentucky,3.5
2020,Stephen F. Austin,3.3
2020,Utah,3.3
2020,Colgate,3.3
2020,Colorado St.,3.2
2020,UCF,3.1
2020,South Florida,3.0
2020,Kent St.,3.0
2020,Georgia St.,2.9
2020,St. Bonaventure,2.6
2020,Penn,2.5
2020,Wright St.,2.5
2020,Missouri St.,2.5
2020,Northeastern,2.3
2020,Winthrop,2.3
2020,Pacific,2.0
2020,Northern Kentucky,2.0
2020,Texas A&M,2.0
2020,Chattanooga,2.0
2020,Southern Utah,1.9
2020,Washington St.,1.9
2020,Pepperdine,1.8
2020,S Dakota St.,1.8
2020,Toledo,1.6
2020,GA Southern,1.6
2020,Northwestern,1.6
2020,Wofford,1.5
2020,Towson,1.4
2020,Princeton,1.3
2020,New Mexico,1.3
2020,Marshall,1.3
2020,UT Arlington,1.3
2020,W Carolina,1.2
2020,Oral Roberts,1.1
2020,Indiana St.,1.1
2020,St Francis PA,1.1
2020,North Florida,1.1
2020,Buffalo,1.1
2020,Radford,0.9
2020,Arkansas Little Rock,0.9
2020,Siena,0.9
2020,Ohio,0.7
2020,Austin Peay,0.6
2020,Boston University,0.6
2020,College of Charleston,0.5
2020,Santa Clara,0.5
2020,UC Santa Barbara,0.5
2020,Fresno St.,0.4
2020,Stony Brook,0.4
2020,Portland St.,0.3
2020,Vanderbilt,0.3
2020,Abilene Christian,0.3
2020,George Mason,0.3
2020,Montana,0.2
2020,Rider,0.1
2020,Sacramento St.,0.1
2020,Boston College,-0.1
2020,Massachusetts,-0.1
2020,South Dakota St.,-0.1
2020,Nebraska,-0.2
2020,Delaware,-0.2
2020,N Illinois,-0.3
2020,Charlotte,-0.3
2020,Valparaiso,-0.4
2020,CA Baptist,-0.4
2020,California,-0.4
2020,Drake,-0.5
2020,South Alabama,-0.5
2020,Old Dominion,-0.5
2020,La Salle,-0.6
2020,Nicholls,-0.7
2020,Appalachian St.,-0.7
2020,FIU,-0.9
2020,Bowling Green,-0.9
2020,Coastal Carolina,-1.0
2020,Sacred Heart,-1.0
2020,Tulane,-1.1
2020,William & Mary,-1.2
2020,Dartmouth,-1.3
2020,S Illinois,-1.3
2020,American,-1.3
2020,C Michigan,-1.4
2020,Saint Peter's,-1.4
2020,UAB,-1.5
2020,E Illinois,-1.6
2020,Air Force,-1.6
2020,Mercer,-1.6
2020,Green Bay,-1.8
2020,N Arizona,-1.9
2020,Robert Morris,-1.9
2020,Monmouth,-1.9
2020,Hawaii,-2.0
2020,Kansas City,-2.0
2020,Lafayette,-2.2
2020,E Michigan,-2.2
2020,Montana St.,-2.3
2020,UTEP,-2.3
2020,Gardner Webb,-2.3
2020,Prairie View A&M,-2.4
2020,Sam Houston St.,-2.5
2020,Miami FL OH,-2.5
2020,Brown,-2.5
2020,Iona,-2.6
2020,UC Riverside,-2.6
2020,Merrimack,-2.6
2020,Seattle U,-2.7
2020,LMU,-2.7
2020,East Carolina,-2.9
2020,North Dakota,-3.0
2020,Florida Atlantic,-3.0
2020,New Hampshire,-3.1
2020,UC Davis,-3.1
2020,Bryant,-3.2
2020,VMI,-3.3
2020,Rice,-3.4
2020,UTSA,-3.5
2020,UIC,-3.5
2020,Youngstown St.,-3.5
2020,San Diego,-3.8
2020,Omaha,-3.9
2020,Illinois St.,-3.9
2020,George Washington,-4.0
2020,Bucknell,-4.0
2020,Lipscomb,-4.0
2020,J'Ville St.,-4.0
2020,Cal St. Northridge,-4.0
2020,UT Rio Grande,-4.1
2020,Fordham,-4.1
2020,Oakland,-4.2
2020,McNeese,-4.2
2020,Tennessee St.,-4.2
2020,Cal St. Bakersfield,-4.3
2020,Drexel,-4.3
2020,Quinnipiac,-4.3
2020,Western Michigan,-4.3
2020,Lamar,-4.4
2020,Arkansas St.,-4.4
2020,Campbell,-4.4
2020,Canisius,-4.5
2020,Louisiana Lafayette,-4.5
2020,UMBC,-4.6
2020,Norfolk St.,-4.6
2020,Weber St.,-4.6
2020,Eastern Kentucky,-4.7
2020,Navy,-4.8
2020,UMass Lowell,-4.8
2020,Manhattan,-4.9
2020,Jacksonville St.,-4.9
2020,Albany,-5.0
2020,LIU Brooklyn,-5.0
2020,Loyola MD,-5.3
2020,Southern,-5.4
2020,Idaho St.,-5.4
2020,Hartford,-5.4
2020,Cal St. Fullerton,-5.5
2020,Army,-5.6
2020,Grand Canyon,-5.6
2020,Saint Joseph's,-5.6
2020,Fairleigh Dickinson,-5.6
2020,Texas Southern,-5.6
2020,North Carolina Central,-5.8
2020,Milwaukee,-5.9
2020,Utah Valley,-5.9
2020,Cornell,-6.1
2020,North Alabama,-6.1
2020,Bethune,-6.2
2020,Morehead St.,-6.2
2020,Purdue FW,-6.2
2020,Jackson St.,-6.3
2020,North Carolina A&T,-6.4
2020,St Francis BK,-6.4
2020,Elon,-6.4
2020,NJIT,-6.4
2020,Wyoming,-6.4
2020,Middle Tennessee,-6.5
2020,Columbia,-6.5
2020,UL Monroe,-6.6
2020,UNC Asheville,-6.6
2020,Mount St. Mary's,-6.7
2020,Portland,-7.0
2020,James Madison,-7.0
2020,Grambling,-7.0
2020,C Arkansas,-7.1
2020,Fairfield,-7.2
2020,Stetson,-7.2
2020,Lehigh,-7.3
2020,Hampton,-7.4
2020,Detroit,-7.5
2020,UNC Wilmington,-7.6
2020,Southern Miss,-7.8
2020,Northwestern St.,-7.8
2020,Charleston So,-7.9
2020,Niagara,-7.9
2020,Troy,-7.9
2020,Long Beach St.,-7.9
2020,Alcorn St.,-8.1
2020,Evansville,-8.1
2020,Texas A&M CC,-8.2
2020,New Orleans,-8.3
2020,Samford,-8.3
2020,Cal Poly,-8.4
2020,Longwood,-8.5
2020,The Citadel,-8.5
2020,Florida A&M,-8.7
2020,Florida Gulf Coast,-8.8
2020,Marist,-8.9
2020,Morgan St.,-9.0
2020,Denver,-9.0
2020,Maine,-9.1
2020,San José St.,-9.4
2020,Cleveland St.,-9.4
2020,UT Martin,-9.6
2020,Idaho,-9.7
2020,Coppin St.,-9.9
2020,Tennessee Tech,-10.0
2020,Wagner,-10.2
2020,SIUE,-10.3
2020,SC Upstate,-10.4
2020,W Illinois,-10.5
2020,Presbyterian,-10.7
2020,Binghamton,-11.0
2020,Alabama St.,-11.7
2020,Southeast Missouri St.,-11.7
2020,Hou Christian,-11.8
2020,IUPUI,-11.9
2020,SC St.,-11.9
2020,High Point,-12.5
2020,SE Louisiana,-13.2
2020,Alabama A&M,-13.6
2020,Incarnate Word,-14.1
2020,Holy Cross,-14.1
2020,Connecticut,-15.4
2020,Delaware St.,-15.8
2020,Howard,-16.0
2020,Arkansas Pine Bluff,-16.5
2020,MD-Eastern,-16.6
2020,Kennesaw St.,-18.7
2020,Mississippi Valley St.,-19.6
2020,Chicago St.,-23.3
2021,Gonzaga,21.3
2021,Baylor,20.7
2021,Houston,18.3
2021,Illinois,17.6
2021,Michigan,17.4
2021,Iowa,17.0
2021,Villanova,15.1
2021,Texas Tech,14.4
2021,Alabama,14.4
2021,USC,14.3
2021,Ohio St.,14.2
2021,Virginia,13.9
2021,Arkansas,13.5
2021,Tennessee,13.3
2021,Loyola Chicago,13.2
2021,Wisconsin,13.2
2021,Creighton,13.1
2021,Colorado,13.1
2021,Florida St.,12.7
2021,LSU,12.6
2021,UConn,12.5
2021,Texas,12.4
2021,San Diego St.,12.2
2021,West Virginia,12.0
2021,Kansas,12.0
2021,North Carolina,11.7
2021,Purdue,11.6
2021,UCLA,11.4
2021,St. Bonaventure,11.3
2021,Oregon,11.2
2021,Duke,11.1
2021,BYU,11.1
2021,Oklahoma,11.0
2021,Syracuse,10.9
2021,Memphis,10.8
2021,Florida,10.3
2021,Oklahoma St.,10.2
2021,Georgia Tech,9.9
2021,Maryland,9.7
2021,Arizona,9.7
2021,Rutgers,9.6
2021,Virginia Tech,9.6
2021,Clemson,9.5
2021,Saint Louis,9.5
2021,Penn St.,9.4
2021,Ole Miss,9.2
2021,North Carolina St.,9.0
2021,Missouri,9.0
2021,Indiana,8.9
2021,Seton Hall,8.8
2021,SMU,8.7
2021,Colgate,8.5
2021,Davidson,8.5
2021,Kentucky,8.5
2021,Utah St.,8.5
2021,Richmond,8.3
2021,Boise St.,8.3
2021,Xavier,8.3
2021,VCU,8.2
2021,UC Santa Barbara,8.1
2021,Louisville,7.9
2021,Mississippi St.,7.9
2021,Oregon St.,7.5
2021,St. John's,7.5
2021,Wright St.,7.5
2021,Drake,7.3
2021,Auburn,7.3
2021,Providence,7.2
2021,North Texas,7.2
2021,Michigan St.,7.1
2021,Georgetown,7.1
2021,Utah,6.9
2021,Louisiana Tech,6.7
2021,Toledo,6.6
2021,Minnesota,6.5
2021,Liberty,6.4
2021,Grand Canyon,6.4
2021,Northwestern,6.2
2021,Marquette,6.2
2021,Stanford,6.2
2021,Notre Dame,6.1
2021,UAB,6.0
2021,Colorado St.,5.9
2021,Marshall,5.9
2021,Winthrop,5.8
2021,Abilene Christian,5.8
2021,Dayton,5.7
2021,Pittsburgh,5.5
2021,UNC Greensboro,5.4
2021,Belmont,5.3
2021,Saint Mary's,5.3
2021,Western Kentucky,5.3
2021,Buffalo,5.2
2021,Ohio,5.1
2021,Rhode Island,5.1
2021,Furman,5.0
2021,Vermont,5.0
2021,Wichita St.,5.0
2021,UC Irvine,4.7
2021,LMU,4.5
2021,Pepperdine,4.5
2021,Vanderbilt,4.4
2021,S Dakota St.,4.3
2021,Georgia,4.1
2021,Eastern Washington,4.0
2021,Arizona St.,3.9
2021,UC Riverside,3.9
2021,Duquesne,3.7
2021,Nevada,3.6
2021,Wofford,3.6
2021,Washington St.,3.5
2021,San Francisco,3.5
2021,Massachusetts,3.5
2021,Georgia St.,3.4
2021,UCF,3.4
2021,Weber St.,3.3
2021,Nebraska,3.3
2021,South Carolina,3.1
2021,Missouri St.,3.0
2021,Tulsa,2.9
2021,Butler,2.8
2021,Southern Utah,2.6
